id,uid,name,type,description,review,user_id,dt_current_timestamp
2259,1df376a8-54cb-4d50-832c-3ca771253a16,Mountain Retreat,Cafe,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,715de4f9-55c8-46a1-bdc4-f59d7924e670,2026-03-05 09:26:14
5575,b9e75363-3531-4f87-afbd-b02d43b8ba3b,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,ce702f74-e13a-484e-868b-d5870adc12dc,2026-03-05 09:26:14
3025,0310bc6e-288b-4c11-bace-df061bc54897,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",25174e06-3965-4b1a-9159-49e6d844aebf,2026-03-05 09:26:14
7189,33499a12-e4b1-466e-b888-3456350b9a98,Ocean View,Bar,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,f80ed4c6-0754-4add-9ecd-54869f603fbc,2026-03-05 09:26:14
7220,d300f7c0-76d4-4bcc-a262-110f666c8242,Mountain Retreat,Bar,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,c49ed4dd-06bd-4902-b5aa-7e3f2d9ac87a,2026-03-05 09:26:14
2483,883b5450-e9e4-42e3-a861-89c4ca52d98f,Sweet Box,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",f4e3d71f-f1c1-44a9-a873-7f63fea82883,2026-03-05 09:26:14
4808,9877c74d-690f-4017-9160-4ba468841c6f,Mountain Retreat,Cafe,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",49d47d6e-dd20-444c-950a-c55edc8f5c0e,2026-03-05 09:26:14
6702,5bd864de-a8ba-4269-b35f-41575d50a94b,Ocean View,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",7abdcba8-0b7d-4b73-8bf5-ea68571ddf91,2026-03-05 09:26:14
3416,975667c5-4cee-4d92-93a2-e6dcfac19d37,66 BBQ,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",c0fe1e41-38f4-49e7-95a5-c97cf5b50862,2026-03-05 09:26:14
3790,242dc6bd-6cd5-436f-bcde-b30fac219802,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",f5a3bffc-478d-4d80-bbd4-68d4dea0b144,2026-03-05 09:26:14
9907,f8f22814-e56c-4b2a-b197-dd2715473c3e,66 BBQ,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",afdb5885-85ff-4b0a-8947-8a0572a2ec34,2026-03-05 09:26:14
3248,be41b863-dedc-4e18-9f7c-64a97ec0fbf1,Ocean View,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,43fe5094-a7fa-446f-aea6-ee0ced80cfe4,2026-03-05 09:26:14
5618,0449c7d4-2885-423f-98cd-a341f25d28e1,66 BBQ,Bar,A cozy place with home-style cooking.,A bit pricey but totally worth it.,96ba8ee2-93f0-4f59-a9cf-82c6b7369692,2026-03-05 09:26:14
4417,45407c80-df72-4429-a393-fe7aa8af7185,Cafe Delight,Cafe,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",38b1ec2a-a835-4215-b63b-0eecc3c4700f,2026-03-05 09:26:14
9114,877f216f-5bcd-451b-acdd-acc393d5db81,Sweet Box,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",f54cc65c-e512-474f-b35c-6ad646463f8a,2026-03-05 09:26:14
8267,2b9ab188-096c-49f6-9653-2a898edcf1c4,Sweet Box,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",95b1cce1-2309-4958-9d3d-f98a7c768d38,2026-03-05 09:26:14
2991,f7e939ca-6759-4be9-a6ff-87e310a949cc,Sweet Box,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",26b02f7b-214b-4529-a056-14866c325acd,2026-03-05 09:26:14
8443,d5441283-9d69-4fd2-bb8d-659c00bf99d7,66 BBQ,Fine Dining,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,f539a7d3-eeaf-4d1f-89b8-51504cc10127,2026-03-05 09:26:14
6151,e9cb54f1-7373-4d0e-8e05-ec822d335c13,66 BBQ,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",4e28f17b-b53b-425d-a2b1-f1d61c78b926,2026-03-05 09:26:14
1673,223f76e4-5aaa-4f28-ad12-49a902367ba0,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,68f5b672-7b25-44b1-ae0e-a0e108f5d5f8,2026-03-05 09:26:14
7192,1c50636f-fafa-491a-b2ee-5da7cc3de487,Sweet Box,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,1bf827f9-9c71-4dce-9019-979d418a7a96,2026-03-05 09:26:14
2506,e51577e0-48ce-4105-95ea-c4fd775cdaf1,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,6d4a1b1f-d2bc-4067-ad46-6c8fb5ec5663,2026-03-05 09:26:14
9074,4acc93df-810e-4e2d-afdd-856aea8a858a,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,5a358121-ad5f-48b2-81ae-6a509a9643ee,2026-03-05 09:26:14
8672,fcf10496-9286-46dc-856c-0e937deceab8,Sweet Box,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,d634153e-e390-49da-8758-7ba0c9c468a4,2026-03-05 09:26:14
1958,e10ff674-9460-4389-876e-89692712498e,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",86bbb02b-bbe6-414f-828a-2c05f9c5226b,2026-03-05 09:26:14
1835,cf23bcdd-7050-4e85-a0c0-0ecc8a91191b,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",b88b93f1-f71d-467d-a324-b0e56115f65e,2026-03-05 09:26:14
7450,e807e36c-ded4-40db-b4dc-77ffb025a1c0,66 BBQ,Bar,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,32ce78f5-64c1-43ce-9d83-014defb5edda,2026-03-05 09:26:14
9050,855ed75a-ba01-4579-92f5-67095b1c7716,Ocean View,Bar,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,0c1c7ea8-c864-4d22-bb2e-e92643468b60,2026-03-05 09:26:14
7580,d37d75db-079b-42b9-a6fb-40338fa1655d,66 BBQ,Cafe,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",d853b723-a4e9-4318-9758-991056415292,2026-03-05 09:26:14
2671,069f7aef-2870-4e78-8eb5-32dea6adfb23,66 BBQ,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",37f9c7f8-270b-460e-b61d-1a71530f0269,2026-03-05 09:26:14
7436,cb0b7f83-f71a-4c1b-bd36-3834c3fe060a,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,6c2a35b5-6b03-4028-95ae-6c1c40a2040f,2026-03-05 09:26:14
1303,a8c04bdc-5e0e-435f-ab18-4ac75e3b508d,Sweet Box,Cafe,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,4d3d0379-ecc0-4520-b68f-396a71307c88,2026-03-05 09:26:14
1335,99f5bfdc-ba35-4636-aa4e-a7981bee222e,Cafe Delight,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",7d5d708f-13b9-4e80-80fb-cb9f13079c7b,2026-03-05 09:26:14
9369,5ffaebc6-40f4-4f71-9bb0-ba6f6d774620,Mountain Retreat,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",4f8bfe2e-dbe2-41d2-b809-f5452401cf73,2026-03-05 09:26:14
1888,c3936dfb-d8c1-4522-8a89-7ec872d5e3dd,Sweet Box,Fine Dining,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,12c0fe11-d08c-4027-9248-d4655d32cf08,2026-03-05 09:26:14
3987,ebc97446-18e7-4476-add1-86a98eaddf17,Sweet Box,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,5d123933-218a-427c-bef2-288329f8f660,2026-03-05 09:26:14
5740,f739e5cc-e3ad-45b1-9388-6d93fd9f6440,Mountain Retreat,Bar,A cozy place with home-style cooking.,Excellent food and friendly service!,8d014ac2-75b5-4bbb-b021-07067e3205c9,2026-03-05 09:26:14
8478,c8eda3a0-8fbf-4cf4-a990-a99785e4de22,Ocean View,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",846438a8-9cf5-4a3c-8721-808bcefc0368,2026-03-05 09:26:14
3248,b10a4a88-2e6e-4d6f-b741-e9415ad394cc,Cafe Delight,Bar,A perfect place for a romantic evening.,"Great location, but the service could be better.",a7706659-da95-4544-8e33-94a49999898f,2026-03-05 09:26:14
9729,2cce8447-58c6-47c5-8bd3-ed76fd00d9b0,Cafe Delight,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,3b94e2f8-e9ac-41ee-a77c-e1ccb74f40c2,2026-03-05 09:26:14
8292,91069c02-fb61-4dc8-87b8-4bdc59f4a394,Sweet Box,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,573941f9-792f-4db0-b869-0a1e6b4d8ca8,2026-03-05 09:26:14
6675,0b15a4c7-9eec-4000-be78-ab7b45dc8fc0,Ocean View,Bar,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,4eb47a0c-1c29-456e-b2c9-8cef27adbbdf,2026-03-05 09:26:14
2353,b811db73-0dfe-4c30-8693-e5b3fbbe4a37,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",059a6e48-e16d-4732-8e2a-6ee1fa954cc5,2026-03-05 09:26:14
7452,2d12cdbf-903f-4831-950c-c156c8b3ea84,Sweet Box,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,13e3bec2-fa9a-4dd5-b950-606a48806d50,2026-03-05 09:26:14
7562,431ff71d-0346-474b-818a-cb5caa79ae64,Sweet Box,Fine Dining,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",f62291a8-b356-4aad-9260-42351a4f9773,2026-03-05 09:26:14
4187,e44500bf-647e-41f7-b00e-beef8c9014b4,Cafe Delight,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",b649edb5-263f-4ee5-aff8-f5d9dfb0b107,2026-03-05 09:26:14
7201,08ddab9b-969a-437c-a3c7-3cf70547829f,Sweet Box,Bar,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,cd85e149-b424-454b-94b2-adc221686e84,2026-03-05 09:26:14
3755,e8e3a7c9-a3d4-4484-9f8d-49a34a3a1de9,66 BBQ,Fine Dining,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,51af5708-e98a-4bbe-ba55-6469c06af878,2026-03-05 09:26:14
5824,910cdd24-011b-4c2b-971f-af34ba5ff0c7,Cafe Delight,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,97713ecb-682f-4f6d-be2d-cb754b4b1782,2026-03-05 09:26:14
6952,6537fca9-c13d-4c8f-a548-7186d4eea3d0,Cafe Delight,Fine Dining,Fresh and healthy food served in a comfortable setting.,Excellent food and friendly service!,ce873730-a75a-4cb0-ad3a-d454515d11eb,2026-03-05 09:26:14
3236,e56d93b5-95bb-46b2-945d-412dc6e5b16c,Cafe Delight,Bar,A cozy place with home-style cooking.,"Great location, but the service could be better.",8e9f7207-818a-4435-82b8-29e52d133097,2026-03-05 09:26:14
4969,dd639d58-8c62-4db0-a77e-f8497a3a23c1,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,56e84c24-47c5-42ae-8c75-54c0cfa68f2e,2026-03-05 09:26:14
7360,c72a6666-0363-4718-a7b6-8af5a3600a4f,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",078026e7-85a3-4121-96fe-e5bf02aa82d4,2026-03-05 09:26:14
7169,664f01df-a964-44bc-a339-3cc70136e9b1,Mountain Retreat,Bar,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",926aa0f0-aebc-464f-8b90-b3f034d94e29,2026-03-05 09:26:14
8531,92842ea3-6007-4492-a979-f3348259993c,Mountain Retreat,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,61b292df-e86b-4972-9feb-b5c69ed6497c,2026-03-05 09:26:14
9174,b57ca55c-e7da-464b-8bfb-1e09e37b4bef,Ocean View,Cafe,A cozy place with home-style cooking.,"Great location, but the service could be better.",5d3d3176-d9ed-421e-b6c2-b156dcfdc6d4,2026-03-05 09:26:14
1579,af9ed7be-215e-4875-bac1-61bb22f5728c,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,6e230ecb-d6d1-4308-a92e-bd265bd571f5,2026-03-05 09:26:14
9243,6bd7562e-66f4-4390-a8b5-064fb19237aa,Sweet Box,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,62e043e6-a119-4560-b211-56b0d69a7afc,2026-03-05 09:26:14
7572,b4800f52-daee-4efc-b006-c5996b8729c1,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",cad77250-268d-42f6-ac18-b9470981e135,2026-03-05 09:26:14
5519,22be6798-e8d2-4019-b79f-c1ebbf57a5f8,Cafe Delight,Cafe,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,08645dda-5900-4d09-ac92-11580846e6a5,2026-03-05 09:26:14
9518,16022c0b-0321-4edd-9fff-cc32eb99f0b6,Sweet Box,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",0f18041b-4198-402e-9bf7-0be21f0997d4,2026-03-05 09:26:14
7445,91ac6065-70e5-46f6-a212-deb8a2f1e9f2,Cafe Delight,Bistro,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,8456deb6-0efb-4adc-a915-d2f30f3b05b3,2026-03-05 09:26:14
8549,13e2fec1-c668-49ab-b7fe-9b75a5e1e66d,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,952a26ad-16cb-49b0-aacc-9935d7387450,2026-03-05 09:26:14
4244,2d024d25-2769-4509-a480-48ae776a38aa,Sweet Box,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",77373d2b-f906-497d-a173-b40d9729d583,2026-03-05 09:26:14
7924,542f773d-6130-4f57-9ff5-b0ade2b1cfea,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,b57e5523-c03f-4237-b13e-c133bb6aa470,2026-03-05 09:26:14
7026,e2c05316-c838-4a0c-9f11-0e0adfcd64c8,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",c6f3da68-6cbd-492a-8765-f08bf952d216,2026-03-05 09:26:14
3092,899654c8-6213-4e2b-87a4-85c24d5bc1bf,Ocean View,Cafe,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,5fea099f-8869-4fb4-8da8-134ae8e63746,2026-03-05 09:26:14
4361,a4e61830-4927-474c-8f0d-61fb3941c051,Cafe Delight,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,8f748adc-3402-4882-8f95-12f742ecde4f,2026-03-05 09:26:14
3156,36d0db27-b9fb-4662-b8c3-a994bdbbde1b,Ocean View,Fine Dining,A perfect place for a romantic evening.,"Great location, but the service could be better.",13659041-31d6-4329-8278-280bd62b817e,2026-03-05 09:26:14
7008,ef347046-2714-4702-bb1a-12d88dfaea6d,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,f9f0c9c3-0c31-483a-89c8-c5e21d974083,2026-03-05 09:26:14
1753,a5525537-72c0-4d40-bdc1-3e624d0f2866,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",69f15802-a465-43ad-98ab-f4fc0af14f8c,2026-03-05 09:26:14
2957,584e3a59-7356-4172-89e2-8761d99327b6,Ocean View,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",c43c279f-572a-4cbd-bfca-220ef4129840,2026-03-05 09:26:14
5732,65013121-f0c6-4aaf-9320-7019adae6f05,66 BBQ,Fine Dining,A cozy place with home-style cooking.,A bit pricey but totally worth it.,801a9ed0-f251-4675-9bbb-5e330d6a3f85,2026-03-05 09:26:14
1298,daa51e3a-da1e-4779-bddc-0109e18ba696,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,f52648eb-1f89-4710-8e05-ebd252506a54,2026-03-05 09:26:14
8996,9ca44e83-9cc0-427c-953f-64d924e05d31,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",d887bcbb-ea46-42ae-aeab-0322f30a8b16,2026-03-05 09:26:14
6545,736dec04-b0f9-4ad5-8010-43329a808bc0,Mountain Retreat,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",45a75939-cc5a-479c-b015-8ad4f45a4e42,2026-03-05 09:26:14
8098,ecd9d41e-4d57-4f5c-b92b-3d81fd2aad84,Cafe Delight,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,8bc475a8-348d-4114-9607-939edfa08fbe,2026-03-05 09:26:14
4348,2fff4d5d-eedd-4716-b628-d00835e27597,Cafe Delight,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",0fe6d38e-b30b-49d5-ab1f-83bb4a4dada5,2026-03-05 09:26:14
4180,1af80f96-a904-4e42-8e8f-c80c408987cf,Ocean View,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,a86368ce-ab72-4127-bbce-dc91e86843ac,2026-03-05 09:26:14
6198,bb83960f-12fc-4212-93aa-de039ea5bf94,Cafe Delight,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,0e95acea-d3a7-43f6-8ec7-bacea750b023,2026-03-05 09:26:14
9544,daf9cc33-a0b7-4a33-8a46-b252f2d32d11,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,0828f1cc-7b10-4ac6-9519-289cf9dd0445,2026-03-05 09:26:14
5437,79431beb-e6fb-4c23-a89e-2f81797f7bc0,Cafe Delight,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",8cf33200-8e65-40cb-8c2d-98d3a3b50bb4,2026-03-05 09:26:14
6926,e428d857-09f8-498f-85b1-444480927c89,66 BBQ,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,b395a34c-8949-495e-aad9-d38608157667,2026-03-05 09:26:14
5672,9a1fd4c4-202e-46ea-8021-88aa8c54a3bf,Cafe Delight,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,88b5dc7c-73c1-4780-a13e-1f666fc19338,2026-03-05 09:26:14
5647,c42afa26-945b-4d2e-8fa4-f4df465f8259,Ocean View,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",9adf03fc-479a-4ffe-b1e0-bf78b55ac9e8,2026-03-05 09:26:14
6154,90e89e24-1a49-43c0-9ff7-ead463951ae0,Ocean View,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,eaf28d15-cb32-4aaa-b15c-899a3b9ffc45,2026-03-05 09:26:14
2596,3eb1b4f8-0d06-41cc-9299-a751b1830a5e,Cafe Delight,Bar,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",2ad447a5-cf43-4aec-ab2e-2364f64297a2,2026-03-05 09:26:14
5038,140ae92b-a420-47be-84c0-b7e42a2aa155,66 BBQ,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",c2a1ec6e-0683-427d-9ee6-0948f2f13783,2026-03-05 09:26:14
7050,a268c6ae-0161-4ece-b108-5c91b6089b21,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,d34dfce6-1ffd-4ec5-bbec-d9541033c59f,2026-03-05 09:26:14
4731,28a320fa-6b82-4a1f-8a54-9630628c8aa7,66 BBQ,Fine Dining,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,9e7c688e-b34c-41da-a8e7-6ba940260f6b,2026-03-05 09:26:14
4404,e25e9ef9-ef68-4822-b104-10efc5a98091,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",9ea4ead4-31de-444b-ae90-5bb7acd05d46,2026-03-05 09:26:14
6061,4884d496-6ba2-49ae-b22e-7840392a7899,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,8195efea-8deb-4db2-9fa5-158f87b4766d,2026-03-05 09:26:14
2186,b7ee5639-49a8-48d8-b277-611b53221c85,Mountain Retreat,Cafe,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",31fd90a6-b5f7-4db5-8886-1df2fb197ea2,2026-03-05 09:26:14
3603,7d8e3002-59bd-41c3-86af-1742eee23df2,Ocean View,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,5376c392-6ac1-4a6b-8da6-6e35fc07c9e3,2026-03-05 09:26:14
8480,0fd6e11b-9c3e-4598-95be-74a5102810a9,Sweet Box,Fine Dining,A cozy place with home-style cooking.,Excellent food and friendly service!,329f61a4-154d-4928-ae83-1b0176f9eb0f,2026-03-05 09:26:14
4367,97c0affe-cdd4-469a-97e4-e22c8e7cff25,Ocean View,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",fdd26332-4811-42b2-ac2c-5214fa67b50f,2026-03-05 09:26:14
2224,75111922-7612-44b6-b7be-785bceb6625c,66 BBQ,Fast Food,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,2977774a-ee70-4dae-a8da-59829eb14ac6,2026-03-05 09:26:14
8396,b206ac55-cec7-431d-bc8e-25b56afca7a4,Ocean View,Bar,A cozy place with home-style cooking.,Excellent food and friendly service!,6e8dae4b-fd15-45db-bceb-94374fc1771f,2026-03-05 09:26:14
4456,e164ebad-ef30-46a6-beeb-0223125042b0,66 BBQ,Fine Dining,A cozy place with home-style cooking.,A bit pricey but totally worth it.,7c349240-aeac-40c3-af3f-e2838e28b4c1,2026-03-05 09:26:14
1300,4e3f5003-ee5e-4a45-b5a5-edc7e57274c0,Mountain Retreat,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,0fe80089-5b57-4c75-b73f-3d28314a8d5d,2026-03-05 09:26:14
8978,39a8489c-b3c1-4c00-8666-0b05b854c581,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,1141e968-18fc-434f-91f7-d9cb3fcbdea4,2026-03-05 09:26:14
3618,b0996992-5226-4baf-9683-30af926b3712,Mountain Retreat,Bistro,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",89965ee1-a833-42e5-8743-bc23e25deeff,2026-03-05 09:26:14
7197,2548261a-cd25-4a5a-a35c-37c1dda964ff,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,7b904897-58f6-4efe-a842-a4195bb19b9f,2026-03-05 09:26:14
6844,05f5d5fd-53bc-4105-a725-6217178a95e6,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,a0ad8024-8b91-408e-ab17-db59f5b4a20a,2026-03-05 09:26:14
3462,b98cf170-cc4c-4ab3-867a-95751c2cc1a1,Sweet Box,Bistro,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",8028c9c1-3893-4a8e-b036-fa6eb1944ce0,2026-03-05 09:26:14
5130,99819c74-4421-4317-9c63-70c502551ca8,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",f644296a-f1c2-4adc-9457-21572d16974e,2026-03-05 09:26:14
7769,e4193a6f-a526-4beb-a5d5-2b2714597bc2,Sweet Box,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",c48d8f43-94ff-4307-971c-1a86c0f5caf3,2026-03-05 09:26:14
6297,f81420ba-b0da-4e5c-b008-43015c2815ab,66 BBQ,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,ed01874e-a0ab-4b47-a816-9c49b21dda1c,2026-03-05 09:26:14
3558,983b2688-6569-4fbd-9460-c7f693a2c76f,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",f039e19f-01d2-4fd5-b2d3-7e805a61e42f,2026-03-05 09:26:14
3595,8e7731e1-a41f-4c62-b34d-b61cd8daf3df,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",d4083b30-36ae-4928-a8ee-91378ae6f094,2026-03-05 09:26:14
9616,4af909b3-7639-4b3c-b555-0284dbc9f5e6,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,721996ec-2a14-4491-af34-bc2c18f5bf2a,2026-03-05 09:26:14
2288,94c1eb2f-fd6b-4301-8a15-bd78d12326b5,66 BBQ,Bar,A cozy place with home-style cooking.,Excellent food and friendly service!,5a9cee42-1b7d-4486-b828-11e781a3df9a,2026-03-05 09:26:14
4023,340d9b83-2224-469b-ac53-1573ab4531db,Cafe Delight,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,dd2a5008-b60f-41e6-9ee6-9d74969014eb,2026-03-05 09:26:14
9805,b1840f1b-5d07-43e2-8ff5-ea7583ba7a11,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",b9ddd37f-c0d0-40a7-afff-5d07d34e383c,2026-03-05 09:26:14
5537,f231f34d-b99e-4fde-b7fe-d34b0616263e,Sweet Box,Fine Dining,A perfect place for a romantic evening.,Excellent food and friendly service!,499acae2-b9ca-408f-a6ad-1851492a456f,2026-03-05 09:26:14
4840,756dca64-66a1-4da5-a414-b5c71af9ca7e,Mountain Retreat,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",90f15ac0-e899-442e-97ea-bbdd157fa42a,2026-03-05 09:26:14
7873,8c5c82c1-70fe-4510-a303-ae3391ce9bc4,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,26953488-3916-4fef-9800-0bdba8a002f7,2026-03-05 09:26:14
7484,e4417b2a-8c1c-4930-8929-e51255f01c38,Cafe Delight,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,d755f0be-97f0-4f94-b0de-a97878c06d17,2026-03-05 09:26:14
6404,fdff8f85-a3a1-4b44-9875-ad5445f9d0ab,66 BBQ,Cafe,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",4ff1354d-cb74-473a-af57-1ac3c4b855e9,2026-03-05 09:26:14
9128,d35c0934-eac7-4e7d-95a5-19a3f55ea96a,Cafe Delight,Bar,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,7168baa8-1115-4563-829d-f66f511b6c55,2026-03-05 09:26:14
7535,a7f9f884-8f51-4fe1-86a7-07ebcf0428a5,Ocean View,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,8e931ff0-ed84-4f12-be4c-b3718d083fb6,2026-03-05 09:26:14
9410,a8065b56-237c-4ddb-8693-02a72db7705c,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,f4fd6665-b6c8-44d3-8fc5-1c47ebe00182,2026-03-05 09:26:14
